window,team,cell_x,cell_y,x_center,y_center,count
20+,dire,45,68,1375.0,7125.0,3
20+,dire,45,69,1375.0,7375.0,191
20+,dire,45,70,1375.0,7625.0,1012
20+,dire,45,71,1375.0,7875.0,58
20+,dire,45,72,1375.0,8125.0,73
20+,dire,45,73,1375.0,8375.0,4
20+,dire,45,75,1375.0,8875.0,1
20+,dire,46,40,1625.0,125.0,4
20+,dire,46,41,1625.0,375.0,1
20+,dire,46,42,1625.0,625.0,10
20+,dire,46,43,1625.0,875.0,16
20+,dire,46,44,1625.0,1125.0,28
20+,dire,46,45,1625.0,1375.0,17
20+,dire,46,46,1625.0,1625.0,9
20+,dire,46,47,1625.0,1875.0,33
20+,dire,46,48,1625.0,2125.0,26
20+,dire,46,49,1625.0,2375.0,232
20+,dire,46,50,1625.0,2625.0,452
20+,dire,46,51,1625.0,2875.0,165
20+,dire,46,52,1625.0,3125.0,23
20+,dire,46,53,1625.0,3375.0,94
20+,dire,46,54,1625.0,3625.0,503
20+,dire,46,55,1625.0,3875.0,645
20+,dire,46,56,1625.0,4125.0,146
20+,dire,46,57,1625.0,4375.0,75
20+,dire,46,58,1625.0,4625.0,38
20+,dire,46,59,1625.0,4875.0,11
20+,dire,46,60,1625.0,5125.0,1
20+,dire,46,61,1625.0,5375.0,3
20+,dire,46,62,1625.0,5625.0,4
20+,dire,46,63,1625.0,5875.0,16
20+,dire,46,64,1625.0,6125.0,5
20+,dire,46,65,1625.0,6375.0,4
20+,dire,46,66,1625.0,6625.0,4
20+,dire,46,67,1625.0,6875.0,5
20+,dire,46,68,1625.0,7125.0,30
20+,dire,46,69,1625.0,7375.0,112
20+,dire,46,70,1625.0,7625.0,1924
20+,dire,46,71,1625.0,7875.0,855
20+,dire,46,72,1625.0,8125.0,71
20+,dire,46,75,1625.0,8875.0,2
20+,dire,47,40,1875.0,125.0,8
20+,dire,47,41,1875.0,375.0,2
20+,dire,47,42,1875.0,625.0,2
20+,dire,47,43,1875.0,875.0,7
20+,dire,47,44,1875.0,1125.0,14
20+,dire,47,45,1875.0,1375.0,35
20+,dire,47,46,1875.0,1625.0,8
20+,dire,47,47,1875.0,1875.0,10
20+,dire,47,48,1875.0,2125.0,20
20+,dire,47,49,1875.0,2375.0,52
20+,dire,47,50,1875.0,2625.0,31
20+,dire,47,51,1875.0,2875.0,80
20+,dire,47,52,1875.0,3125.0,24
20+,dire,47,53,1875.0,3375.0,53
20+,dire,47,54,1875.0,3625.0,53
20+,dire,47,55,1875.0,3875.0,138
20+,dire,47,56,1875.0,4125.0,97
20+,dire,47,57,1875.0,4375.0,35
20+,dire,47,58,1875.0,4625.0,21
20+,dire,47,59,1875.0,4875.0,9
20+,dire,47,60,1875.0,5125.0,3
20+,dire,47,61,1875.0,5375.0,2
20+,dire,47,62,1875.0,5625.0,3
20+,dire,47,63,1875.0,5875.0,35
20+,dire,47,64,1875.0,6125.0,5
20+,dire,47,65,1875.0,6375.0,3
20+,dire,47,66,1875.0,6625.0,3
20+,dire,47,67,1875.0,6875.0,6
20+,dire,47,68,1875.0,7125.0,38
20+,dire,47,69,1875.0,7375.0,619
20+,dire,47,70,1875.0,7625.0,1338
20+,dire,47,71,1875.0,7875.0,5427
20+,dire,47,72,1875.0,8125.0,26
20+,dire,47,73,1875.0,8375.0,1
20+,dire,47,74,1875.0,8625.0,1
20+,dire,48,40,2125.0,125.0,4
20+,dire,48,42,2125.0,625.0,3
20+,dire,48,43,2125.0,875.0,4
20+,dire,48,44,2125.0,1125.0,14
20+,dire,48,45,2125.0,1375.0,15
20+,dire,48,46,2125.0,1625.0,15
20+,dire,48,47,2125.0,1875.0,10
20+,dire,48,48,2125.0,2125.0,14
20+,dire,48,49,2125.0,2375.0,10
20+,dire,48,50,2125.0,2625.0,4
20+,dire,48,51,2125.0,2875.0,4
20+,dire,48,52,2125.0,3125.0,8
20+,dire,48,53,2125.0,3375.0,11
20+,dire,48,55,2125.0,3875.0,14
20+,dire,48,56,2125.0,4125.0,25
20+,dire,48,57,2125.0,4375.0,14
20+,dire,48,58,2125.0,4625.0,8
20+,dire,48,59,2125.0,4875.0,5
20+,dire,48,60,2125.0,5125.0,10
20+,dire,48,61,2125.0,5375.0,7
20+,dire,48,62,2125.0,5625.0,11
20+,dire,48,63,2125.0,5875.0,15
20+,dire,48,64,2125.0,6125.0,6
20+,dire,48,66,2125.0,6625.0,4
20+,dire,48,67,2125.0,6875.0,9
20+,dire,48,68,2125.0,7125.0,81
20+,dire,48,69,2125.0,7375.0,1377
20+,dire,48,70,2125.0,7625.0,3206
20+,dire,48,71,2125.0,7875.0,4453
20+,dire,48,72,2125.0,8125.0,47
20+,dire,48,74,2125.0,8625.0,1
20+,dire,49,40,2375.0,125.0,7
20+,dire,49,41,2375.0,375.0,9
20+,dire,49,42,2375.0,625.0,3
20+,dire,49,44,2375.0,1125.0,1
20+,dire,49,45,2375.0,1375.0,3
20+,dire,49,46,2375.0,1625.0,21
20+,dire,49,47,2375.0,1875.0,74
20+,dire,49,48,2375.0,2125.0,15
20+,dire,49,49,2375.0,2375.0,4
20+,dire,49,50,2375.0,2625.0,2
20+,dire,49,51,2375.0,2875.0,1
20+,dire,49,52,2375.0,3125.0,3
20+,dire,49,53,2375.0,3375.0,2
20+,dire,49,54,2375.0,3625.0,2
20+,dire,49,55,2375.0,3875.0,4
20+,dire,49,56,2375.0,4125.0,4
20+,dire,49,58,2375.0,4625.0,8
20+,dire,49,59,2375.0,4875.0,3
20+,dire,49,60,2375.0,5125.0,1
20+,dire,49,61,2375.0,5375.0,1
20+,dire,49,62,2375.0,5625.0,8
20+,dire,49,63,2375.0,5875.0,18
20+,dire,49,64,2375.0,6125.0,5
20+,dire,49,65,2375.0,6375.0,1
20+,dire,49,66,2375.0,6625.0,4
20+,dire,49,67,2375.0,6875.0,6
20+,dire,49,68,2375.0,7125.0,77
20+,dire,49,69,2375.0,7375.0,457
20+,dire,49,70,2375.0,7625.0,73
20+,dire,49,71,2375.0,7875.0,5
20+,dire,49,72,2375.0,8125.0,11
20+,dire,49,73,2375.0,8375.0,1
20+,dire,49,76,2375.0,9125.0,1
20+,dire,50,40,2625.0,125.0,14
20+,dire,50,41,2625.0,375.0,4
20+,dire,50,43,2625.0,875.0,2
20+,dire,50,44,2625.0,1125.0,1
20+,dire,50,45,2625.0,1375.0,3
20+,dire,50,46,2625.0,1625.0,6
20+,dire,50,47,2625.0,1875.0,29
20+,dire,50,48,2625.0,2125.0,12
20+,dire,50,49,2625.0,2375.0,13
20+,dire,50,50,2625.0,2625.0,1
20+,dire,50,51,2625.0,2875.0,3
20+,dire,50,52,2625.0,3125.0,1
20+,dire,50,53,2625.0,3375.0,3
20+,dire,50,54,2625.0,3625.0,3
20+,dire,50,55,2625.0,3875.0,3
20+,dire,50,56,2625.0,4125.0,4
20+,dire,50,57,2625.0,4375.0,2
20+,dire,50,59,2625.0,4875.0,2
20+,dire,50,60,2625.0,5125.0,1
20+,dire,50,61,2625.0,5375.0,4
20+,dire,50,62,2625.0,5625.0,3
20+,dire,50,63,2625.0,5875.0,12
20+,dire,50,64,2625.0,6125.0,10
20+,dire,50,66,2625.0,6625.0,1
20+,dire,50,67,2625.0,6875.0,4
20+,dire,50,68,2625.0,7125.0,14
20+,dire,50,69,2625.0,7375.0,130
20+,dire,50,71,2625.0,7875.0,1
20+,dire,50,73,2625.0,8375.0,1
20+,dire,50,75,2625.0,8875.0,1
20+,dire,51,40,2875.0,125.0,8
20+,dire,51,44,2875.0,1125.0,3
20+,dire,51,46,2875.0,1625.0,1
20+,dire,51,47,2875.0,1875.0,9
20+,dire,51,48,2875.0,2125.0,26
20+,dire,51,49,2875.0,2375.0,9
20+,dire,51,50,2875.0,2625.0,2
20+,dire,51,51,2875.0,2875.0,4
20+,dire,51,52,2875.0,3125.0,2
20+,dire,51,53,2875.0,3375.0,1
20+,dire,51,54,2875.0,3625.0,3
20+,dire,51,55,2875.0,3875.0,2
20+,dire,51,56,2875.0,4125.0,1
20+,dire,51,61,2875.0,5375.0,5
20+,dire,51,62,2875.0,5625.0,6
20+,dire,51,63,2875.0,5875.0,6
20+,dire,51,64,2875.0,6125.0,7
20+,dire,51,68,2875.0,7125.0,7
20+,dire,51,69,2875.0,7375.0,16
20+,dire,51,71,2875.0,7875.0,1
20+,dire,51,74,2875.0,8625.0,1
20+,dire,52,40,3125.0,125.0,13
20+,dire,52,43,3125.0,875.0,1
20+,dire,52,44,3125.0,1125.0,3
20+,dire,52,45,3125.0,1375.0,4
20+,dire,52,46,3125.0,1625.0,9
20+,dire,52,47,3125.0,1875.0,2
20+,dire,52,48,3125.0,2125.0,6
20+,dire,52,49,3125.0,2375.0,11
20+,dire,52,50,3125.0,2625.0,11
20+,dire,52,51,3125.0,2875.0,6
20+,dire,52,52,3125.0,3125.0,12
20+,dire,52,53,3125.0,3375.0,4
20+,dire,52,54,3125.0,3625.0,8
20+,dire,52,55,3125.0,3875.0,2
20+,dire,52,58,3125.0,4625.0,1
20+,dire,52,60,3125.0,5125.0,1
20+,dire,52,61,3125.0,5375.0,6
20+,dire,52,62,3125.0,5625.0,13
20+,dire,52,63,3125.0,5875.0,12
20+,dire,52,64,3125.0,6125.0,1
20+,dire,52,65,3125.0,6375.0,1
20+,dire,52,68,3125.0,7125.0,1
20+,dire,52,69,3125.0,7375.0,2
20+,dire,52,73,3125.0,8375.0,1
20+,dire,53,40,3375.0,125.0,76
20+,dire,53,41,3375.0,375.0,5
20+,dire,53,42,3375.0,625.0,5
20+,dire,53,43,3375.0,875.0,3
20+,dire,53,44,3375.0,1125.0,2
20+,dire,53,45,3375.0,1375.0,11
20+,dire,53,46,3375.0,1625.0,3
20+,dire,53,47,3375.0,1875.0,5
20+,dire,53,48,3375.0,2125.0,4
20+,dire,53,49,3375.0,2375.0,10
20+,dire,53,50,3375.0,2625.0,17
20+,dire,53,51,3375.0,2875.0,16
20+,dire,53,52,3375.0,3125.0,9
20+,dire,53,53,3375.0,3375.0,2
20+,dire,53,59,3375.0,4875.0,3
20+,dire,53,60,3375.0,5125.0,2
20+,dire,53,61,3375.0,5375.0,3
20+,dire,53,62,3375.0,5625.0,31
20+,dire,53,63,3375.0,5875.0,56
20+,dire,53,64,3375.0,6125.0,5
20+,dire,54,40,3625.0,125.0,225
20+,dire,54,41,3625.0,375.0,47
20+,dire,54,42,3625.0,625.0,84
20+,dire,54,43,3625.0,875.0,67
20+,dire,54,44,3625.0,1125.0,17
20+,dire,54,45,3625.0,1375.0,5
20+,dire,54,46,3625.0,1625.0,6
20+,dire,54,47,3625.0,1875.0,1
20+,dire,54,48,3625.0,2125.0,2
20+,dire,54,49,3625.0,2375.0,7
20+,dire,54,50,3625.0,2625.0,24
20+,dire,54,51,3625.0,2875.0,12
20+,dire,54,52,3625.0,3125.0,14
20+,dire,54,53,3625.0,3375.0,5
20+,dire,54,54,3625.0,3625.0,3
20+,dire,54,56,3625.0,4125.0,5
20+,dire,54,57,3625.0,4375.0,3
20+,dire,54,58,3625.0,4625.0,3
20+,dire,54,60,3625.0,5125.0,1
20+,dire,54,61,3625.0,5375.0,9
20+,dire,54,62,3625.0,5625.0,21
20+,dire,54,63,3625.0,5875.0,17
20+,dire,54,64,3625.0,6125.0,4
20+,dire,54,68,3625.0,7125.0,1
20+,dire,55,40,3875.0,125.0,767
20+,dire,55,41,3875.0,375.0,537
20+,dire,55,42,3875.0,625.0,323
20+,dire,55,43,3875.0,875.0,67
20+,dire,55,44,3875.0,1125.0,3
20+,dire,55,45,3875.0,1375.0,2
20+,dire,55,46,3875.0,1625.0,8
20+,dire,55,47,3875.0,1875.0,2
20+,dire,55,49,3875.0,2375.0,6
20+,dire,55,50,3875.0,2625.0,2
20+,dire,55,51,3875.0,2875.0,5
20+,dire,55,52,3875.0,3125.0,13
20+,dire,55,53,3875.0,3375.0,14
20+,dire,55,54,3875.0,3625.0,8
20+,dire,55,55,3875.0,3875.0,6
20+,dire,55,56,3875.0,4125.0,6
20+,dire,55,57,3875.0,4375.0,6
20+,dire,55,58,3875.0,4625.0,2
20+,dire,55,59,3875.0,4875.0,3
20+,dire,55,60,3875.0,5125.0,4
20+,dire,55,61,3875.0,5375.0,2
20+,dire,55,62,3875.0,5625.0,10
20+,dire,55,63,3875.0,5875.0,5
20+,dire,55,64,3875.0,6125.0,1
20+,dire,55,65,3875.0,6375.0,1
20+,dire,56,40,4125.0,125.0,3542
20+,dire,56,41,4125.0,375.0,1019
20+,dire,56,42,4125.0,625.0,128
20+,dire,56,43,4125.0,875.0,33
20+,dire,56,44,4125.0,1125.0,2
20+,dire,56,46,4125.0,1625.0,3
20+,dire,56,50,4125.0,2625.0,4
20+,dire,56,51,4125.0,2875.0,2
20+,dire,56,52,4125.0,3125.0,4
20+,dire,56,53,4125.0,3375.0,11
20+,dire,56,54,4125.0,3625.0,52
20+,dire,56,55,4125.0,3875.0,10
20+,dire,56,56,4125.0,4125.0,6
20+,dire,56,57,4125.0,4375.0,1
20+,dire,56,58,4125.0,4625.0,2
20+,dire,56,60,4125.0,5125.0,3
20+,dire,56,61,4125.0,5375.0,3
20+,dire,56,62,4125.0,5625.0,3
20+,dire,56,63,4125.0,5875.0,1
20+,dire,57,40,4375.0,125.0,8751
20+,dire,57,41,4375.0,375.0,214
20+,dire,57,42,4375.0,625.0,41
20+,dire,57,43,4375.0,875.0,13
20+,dire,57,44,4375.0,1125.0,6
20+,dire,57,46,4375.0,1625.0,2
20+,dire,57,49,4375.0,2375.0,3
20+,dire,57,50,4375.0,2625.0,1
20+,dire,57,52,4375.0,3125.0,1
20+,dire,57,53,4375.0,3375.0,7
20+,dire,57,54,4375.0,3625.0,12
20+,dire,57,55,4375.0,3875.0,13
20+,dire,57,56,4375.0,4125.0,2
20+,dire,57,57,4375.0,4375.0,3
20+,dire,57,58,4375.0,4625.0,4
20+,dire,57,59,4375.0,4875.0,1
20+,dire,57,60,4375.0,5125.0,3
20+,dire,57,62,4375.0,5625.0,1
20+,dire,58,40,4625.0,125.0,206
20+,dire,58,41,4625.0,375.0,165
20+,dire,58,42,4625.0,625.0,10
20+,dire,58,43,4625.0,875.0,4
20+,dire,58,44,4625.0,1125.0,1
20+,dire,58,46,4625.0,1625.0,1
20+,dire,58,47,4625.0,1875.0,1
20+,dire,58,52,4625.0,3125.0,1
20+,dire,58,53,4625.0,3375.0,3
20+,dire,58,54,4625.0,3625.0,6
20+,dire,58,55,4625.0,3875.0,5
20+,dire,58,56,4625.0,4125.0,8
20+,dire,58,57,4625.0,4375.0,1
20+,dire,58,58,4625.0,4625.0,7
20+,dire,58,59,4625.0,4875.0,14
20+,dire,58,60,4625.0,5125.0,6
20+,dire,58,61,4625.0,5375.0,1
20+,dire,58,62,4625.0,5625.0,1
20+,dire,58,63,4625.0,5875.0,1
20+,dire,59,40,4875.0,125.0,58
20+,dire,59,41,4875.0,375.0,62
20+,dire,59,42,4875.0,625.0,13
20+,dire,59,43,4875.0,875.0,1
20+,dire,59,44,4875.0,1125.0,3
20+,dire,59,46,4875.0,1625.0,2
20+,dire,59,47,4875.0,1875.0,1
20+,dire,59,51,4875.0,2875.0,1
20+,dire,59,52,4875.0,3125.0,2
20+,dire,59,53,4875.0,3375.0,3
20+,dire,59,54,4875.0,3625.0,3
20+,dire,59,55,4875.0,3875.0,2
20+,dire,59,56,4875.0,4125.0,6
20+,dire,59,57,4875.0,4375.0,5
20+,dire,59,58,4875.0,4625.0,18
20+,dire,59,59,4875.0,4875.0,2
20+,dire,59,60,4875.0,5125.0,4
20+,dire,59,61,4875.0,5375.0,2
20+,dire,59,62,4875.0,5625.0,2
20+,dire,59,63,4875.0,5875.0,1
20+,dire,59,67,4875.0,6875.0,1
20+,dire,60,40,5125.0,125.0,7
20+,dire,60,41,5125.0,375.0,12
20+,dire,60,42,5125.0,625.0,15
20+,dire,60,43,5125.0,875.0,12
20+,dire,60,44,5125.0,1125.0,1
20+,dire,60,46,5125.0,1625.0,1
20+,dire,60,47,5125.0,1875.0,6
20+,dire,60,52,5125.0,3125.0,1
20+,dire,60,53,5125.0,3375.0,1
20+,dire,60,54,5125.0,3625.0,3
20+,dire,60,55,5125.0,3875.0,2
20+,dire,60,56,5125.0,4125.0,9
20+,dire,60,57,5125.0,4375.0,9
20+,dire,60,58,5125.0,4625.0,16
20+,dire,60,59,5125.0,4875.0,2
20+,dire,60,60,5125.0,5125.0,1
20+,dire,60,61,5125.0,5375.0,7
20+,dire,60,62,5125.0,5625.0,1
20+,dire,60,63,5125.0,5875.0,1
20+,dire,60,64,5125.0,6125.0,4
20+,dire,60,65,5125.0,6375.0,1
20+,dire,61,40,5375.0,125.0,1
20+,dire,61,41,5375.0,375.0,1
20+,dire,61,43,5375.0,875.0,2
20+,dire,61,44,5375.0,1125.0,4
20+,dire,61,45,5375.0,1375.0,6
20+,dire,61,46,5375.0,1625.0,1
20+,dire,61,47,5375.0,1875.0,2
20+,dire,61,48,5375.0,2125.0,3
20+,dire,61,50,5375.0,2625.0,2
20+,dire,61,51,5375.0,2875.0,1
20+,dire,61,52,5375.0,3125.0,2
20+,dire,61,53,5375.0,3375.0,1
20+,dire,61,55,5375.0,3875.0,6
20+,dire,61,56,5375.0,4125.0,2
20+,dire,61,57,5375.0,4375.0,5
20+,dire,61,58,5375.0,4625.0,3
20+,dire,61,61,5375.0,5375.0,5
20+,dire,61,63,5375.0,5875.0,1
20+,dire,61,64,5375.0,6125.0,5
20+,dire,61,65,5375.0,6375.0,1
20+,dire,62,40,5625.0,125.0,1
20+,dire,62,45,5625.0,1375.0,3
20+,dire,62,46,5625.0,1625.0,5
20+,dire,62,47,5625.0,1875.0,4
20+,dire,62,48,5625.0,2125.0,2
20+,dire,62,51,5625.0,2875.0,2
20+,dire,62,54,5625.0,3625.0,2
20+,dire,62,56,5625.0,4125.0,2
20+,dire,62,57,5625.0,4375.0,3
20+,dire,62,58,5625.0,4625.0,1
20+,dire,62,61,5625.0,5375.0,2
20+,dire,62,63,5625.0,5875.0,2
20+,dire,63,40,5875.0,125.0,6
20+,dire,63,44,5875.0,1125.0,1
20+,dire,63,45,5875.0,1375.0,3
20+,dire,63,46,5875.0,1625.0,4
20+,dire,63,47,5875.0,1875.0,1
20+,dire,63,48,5875.0,2125.0,8
20+,dire,63,49,5875.0,2375.0,1
20+,dire,63,50,5875.0,2625.0,5
20+,dire,63,51,5875.0,2875.0,5
20+,dire,63,53,5875.0,3375.0,6
20+,dire,63,54,5875.0,3625.0,2
20+,dire,63,55,5875.0,3875.0,1
20+,dire,63,56,5875.0,4125.0,2
20+,dire,63,58,5875.0,4625.0,2
20+,dire,63,59,5875.0,4875.0,1
20+,dire,63,61,5875.0,5375.0,2
20+,dire,63,63,5875.0,5875.0,3
20+,dire,63,64,5875.0,6125.0,4
20+,dire,64,40,6125.0,125.0,21
20+,dire,64,41,6125.0,375.0,20
20+,dire,64,42,6125.0,625.0,4
20+,dire,64,43,6125.0,875.0,3
20+,dire,64,44,6125.0,1125.0,3
20+,dire,64,45,6125.0,1375.0,6
20+,dire,64,46,6125.0,1625.0,8
20+,dire,64,47,6125.0,1875.0,11
20+,dire,64,48,6125.0,2125.0,4
20+,dire,64,49,6125.0,2375.0,7
20+,dire,64,50,6125.0,2625.0,9
20+,dire,64,51,6125.0,2875.0,21
20+,dire,64,52,6125.0,3125.0,19
20+,dire,64,53,6125.0,3375.0,7
20+,dire,64,54,6125.0,3625.0,5
20+,dire,64,55,6125.0,3875.0,1
20+,dire,64,56,6125.0,4125.0,3
20+,dire,64,57,6125.0,4375.0,4
20+,dire,64,59,6125.0,4875.0,3
20+,dire,64,61,6125.0,5375.0,2
20+,dire,65,40,6375.0,125.0,70
20+,dire,65,41,6375.0,375.0,7
20+,dire,65,42,6375.0,625.0,8
20+,dire,65,43,6375.0,875.0,7
20+,dire,65,44,6375.0,1125.0,5
20+,dire,65,45,6375.0,1375.0,4
20+,dire,65,46,6375.0,1625.0,6
20+,dire,65,47,6375.0,1875.0,5
20+,dire,65,48,6375.0,2125.0,13
20+,dire,65,49,6375.0,2375.0,11
20+,dire,65,50,6375.0,2625.0,10
20+,dire,65,51,6375.0,2875.0,36
20+,dire,65,52,6375.0,3125.0,19
20+,dire,65,53,6375.0,3375.0,5
20+,dire,65,54,6375.0,3625.0,5
20+,dire,65,55,6375.0,3875.0,2
20+,dire,65,56,6375.0,4125.0,3
20+,dire,65,58,6375.0,4625.0,1
20+,dire,65,61,6375.0,5375.0,1
20+,dire,65,62,6375.0,5625.0,1
20+,dire,65,63,6375.0,5875.0,1
20+,dire,66,40,6625.0,125.0,15
20+,dire,66,41,6625.0,375.0,9
20+,dire,66,42,6625.0,625.0,4
20+,dire,66,43,6625.0,875.0,3
20+,dire,66,44,6625.0,1125.0,6
20+,dire,66,45,6625.0,1375.0,4
20+,dire,66,46,6625.0,1625.0,4
20+,dire,66,47,6625.0,1875.0,2
20+,dire,66,48,6625.0,2125.0,2
20+,dire,66,49,6625.0,2375.0,1
20+,dire,66,50,6625.0,2625.0,1
20+,dire,66,51,6625.0,2875.0,7
20+,dire,66,52,6625.0,3125.0,11
20+,dire,66,53,6625.0,3375.0,2
20+,dire,66,54,6625.0,3625.0,3
20+,dire,66,58,6625.0,4625.0,1
20+,dire,66,62,6625.0,5625.0,1
20+,dire,66,64,6625.0,6125.0,3
20+,dire,67,41,6875.0,375.0,5
20+,dire,67,42,6875.0,625.0,2
20+,dire,67,43,6875.0,875.0,2
20+,dire,67,44,6875.0,1125.0,1
20+,dire,67,45,6875.0,1375.0,1
20+,dire,67,48,6875.0,2125.0,2
20+,dire,67,50,6875.0,2625.0,1
20+,dire,67,54,6875.0,3625.0,1
20+,dire,67,64,6875.0,6125.0,1
20+,dire,67,65,6875.0,6375.0,1
20+,dire,68,41,7125.0,375.0,5
20+,dire,68,42,7125.0,625.0,2
20+,dire,68,43,7125.0,875.0,1
20+,dire,68,49,7125.0,2375.0,7
20+,dire,68,58,7125.0,4625.0,1
20+,dire,68,65,7125.0,6375.0,1
20+,dire,69,40,7375.0,125.0,1
20+,dire,69,41,7375.0,375.0,8
20+,dire,69,42,7375.0,625.0,23
20+,dire,69,43,7375.0,875.0,7
20+,dire,69,47,7375.0,1875.0,2
20+,dire,69,48,7375.0,2125.0,19
20+,dire,69,49,7375.0,2375.0,2
20+,dire,69,51,7375.0,2875.0,3
20+,dire,69,55,7375.0,3875.0,1
20+,dire,69,58,7375.0,4625.0,1
20+,dire,70,40,7625.0,125.0,10
20+,dire,70,41,7625.0,375.0,54
20+,dire,70,42,7625.0,625.0,73
20+,dire,70,43,7625.0,875.0,17
20+,dire,70,47,7625.0,1875.0,61
20+,dire,70,48,7625.0,2125.0,5
20+,dire,71,40,7875.0,125.0,652
20+,dire,71,41,7875.0,375.0,604
20+,dire,71,42,7875.0,625.0,480
20+,dire,71,43,7875.0,875.0,455
20+,dire,71,44,7875.0,1125.0,57
20+,dire,71,45,7875.0,1375.0,74
20+,dire,71,46,7875.0,1625.0,217
20+,dire,71,47,7875.0,1875.0,43
20+,dire,72,40,8125.0,125.0,3909
20+,dire,72,41,8125.0,375.0,3084
20+,dire,72,42,8125.0,625.0,2150
20+,dire,72,43,8125.0,875.0,2589
20+,dire,72,44,8125.0,1125.0,1720
20+,dire,72,45,8125.0,1375.0,1000
20+,dire,72,46,8125.0,1625.0,116
20+,dire,72,47,8125.0,1875.0,1
20+,dire,73,40,8375.0,125.0,102
20+,dire,73,41,8375.0,375.0,110
20+,dire,73,42,8375.0,625.0,90
20+,dire,73,43,8375.0,875.0,386
20+,dire,73,44,8375.0,1125.0,7546
20+,dire,73,45,8375.0,1375.0,6507
20+,dire,73,46,8375.0,1625.0,15
20+,dire,73,47,8375.0,1875.0,2
20+,dire,74,40,8625.0,125.0,1
20+,dire,74,42,8625.0,625.0,1
20+,dire,74,43,8625.0,875.0,2
20+,dire,74,44,8625.0,1125.0,266
20+,dire,74,45,8625.0,1375.0,437
20+,dire,74,46,8625.0,1625.0,9
20+,dire,74,47,8625.0,1875.0,6
20+,dire,74,48,8625.0,2125.0,3
20+,dire,74,49,8625.0,2375.0,5
20+,dire,75,43,8875.0,875.0,1
20+,dire,75,45,8875.0,1375.0,2
20+,dire,75,46,8875.0,1625.0,2
20+,dire,75,47,8875.0,1875.0,3
20+,dire,75,48,8875.0,2125.0,1
20+,dire,75,49,8875.0,2375.0,1
20+,dire,76,45,9125.0,1375.0,2
20+,dire,76,46,9125.0,1625.0,2
20+,dire,76,47,9125.0,1875.0,2
20+,dire,77,47,9375.0,1875.0,1
20+,dire,78,44,9625.0,1125.0,1
20+,dire,78,45,9625.0,1375.0,1
whole,radiant,3,38,-9125.0,-375.0,1
whole,radiant,4,31,-8875.0,-2125.0,1
whole,radiant,4,33,-8875.0,-1625.0,2
whole,radiant,4,34,-8875.0,-1375.0,1
whole,radiant,4,35,-8875.0,-1125.0,1
whole,radiant,4,36,-8875.0,-875.0,1
whole,radiant,4,39,-8875.0,-125.0,1
whole,radiant,5,29,-8625.0,-2625.0,1
whole,radiant,5,30,-8625.0,-2375.0,2
whole,radiant,5,33,-8625.0,-1625.0,1
whole,radiant,5,34,-8625.0,-1375.0,4
whole,radiant,5,36,-8625.0,-875.0,1
whole,radiant,5,37,-8625.0,-625.0,1
whole,radiant,5,38,-8625.0,-375.0,2
whole,radiant,5,40,-8625.0,125.0,1
whole,radiant,6,29,-8375.0,-2625.0,4
whole,radiant,6,30,-8375.0,-2375.0,2
whole,radiant,6,31,-8375.0,-2125.0,1
whole,radiant,6,32,-8375.0,-1875.0,2
whole,radiant,6,33,-8375.0,-1625.0,7
whole,radiant,6,34,-8375.0,-1375.0,3
whole,radiant,6,35,-8375.0,-1125.0,3
whole,radiant,6,36,-8375.0,-875.0,3
whole,radiant,6,37,-8375.0,-625.0,9
whole,radiant,6,38,-8375.0,-375.0,10
whole,radiant,6,39,-8375.0,-125.0,9
whole,radiant,6,40,-8375.0,125.0,4
whole,radiant,7,31,-8125.0,-2125.0,5
whole,radiant,7,32,-8125.0,-1875.0,12
whole,radiant,7,33,-8125.0,-1625.0,38
whole,radiant,7,34,-8125.0,-1375.0,26
whole,radiant,7,35,-8125.0,-1125.0,10
whole,radiant,7,36,-8125.0,-875.0,16
whole,radiant,7,37,-8125.0,-625.0,142
whole,radiant,7,38,-8125.0,-375.0,5786
whole,radiant,7,39,-8125.0,-125.0,1330
whole,radiant,7,40,-8125.0,125.0,6
whole,radiant,8,29,-7875.0,-2625.0,2
whole,radiant,8,30,-7875.0,-2375.0,4
whole,radiant,8,31,-7875.0,-2125.0,9
whole,radiant,8,32,-7875.0,-1875.0,20
whole,radiant,8,33,-7875.0,-1625.0,8330
whole,radiant,8,34,-7875.0,-1375.0,2156
whole,radiant,8,35,-7875.0,-1125.0,865
whole,radiant,8,36,-7875.0,-875.0,819
whole,radiant,8,37,-7875.0,-625.0,2181
whole,radiant,8,38,-7875.0,-375.0,7153
whole,radiant,8,39,-7875.0,-125.0,2852
whole,radiant,8,40,-7875.0,125.0,254
whole,radiant,9,30,-7625.0,-2375.0,5
whole,radiant,9,31,-7625.0,-2125.0,62
whole,radiant,9,32,-7625.0,-1875.0,186
whole,radiant,9,33,-7625.0,-1625.0,6610
whole,radiant,9,34,-7625.0,-1375.0,6212
whole,radiant,9,35,-7625.0,-1125.0,3828
whole,radiant,9,36,-7625.0,-875.0,2841
whole,radiant,9,37,-7625.0,-625.0,4213
whole,radiant,9,38,-7625.0,-375.0,1492
whole,radiant,9,39,-7625.0,-125.0,907
whole,radiant,9,40,-7625.0,125.0,233
whole,radiant,10,26,-7375.0,-3375.0,2
whole,radiant,10,28,-7375.0,-2875.0,1
whole,radiant,10,29,-7375.0,-2625.0,3
